name,time,value
damper,1740153000519464105,0
damper,1740153001520419950,0
damper,1740153002521367628,0
damper,1740153003522459106,0
damper,1740153004523878847,0
damper,1740153005524509102,0
damper,1740153006525008165,0
damper,1740153007526291792,0
damper,1740153008526943598,0
damper,1740153009527878572,0
damper,1740153010528295300,0
damper,1740153011529556416,0
damper,1740153012530122861,0
damper,1740153013531310680,0
damper,1740153014238677574,0
damper,1740153014532260253,0
damper,1740153015532407348,0
damper,1740153016532558289,0
damper,1740153016833665193,0
damper,1740153017533603901,0
damper,1740153018534665573,0
damper,1740153019534941367,0
damper,1740153020535229223,0
damper,1740153021535869068,0
damper,1740153022537649730,0
damper,1740153023538654327,0
damper,1740153024539337822,0
damper,1740153025540324093,0
damper,1740153026541896051,0
damper,1740153027543212768,0
damper,1740153028543777785,0
damper,1740153029544750819,0
damper,1740153030545862245,0
damper,1740153031547875054,0
damper,1740153032548766559,0
damper,1740153033550016091,0
damper,1740153034551840498,0
damper,1740153035552689993,0
damper,1740153036552715649,0
damper,1740153037553072575,0
damper,1740153038554253709,0
damper,1740153039554931474,0
damper,1740153040554753431,0
damper,1740153041556401529,0
damper,1740153042556886453,0
damper,1740153043558074993,0
damper,1740153044558905752,0
damper,1740153045559228094,0
damper,1740153046560165592,0
damper,1740153047561910401,0
damper,1740153048563159765,0
damper,1740153049564310443,0
damper,1740153050566022109,0
damper,1740153051567299544,0
damper,1740153052567268305,0
damper,1740153053568199283,0
damper,1740153054568578390,0
damper,1740153055570246435,0
damper,1740153056570966871,0
damper,1740153057571310580,0
damper,1740153058571948711,0
damper,1740153059572648668,0
damper,1740153060573109539,0
damper,1740153061574264657,0
damper,1740153062574641699,0
damper,1740153063575716176,0
damper,1740153064575746102,0
damper,1740153065576777957,0
damper,1740153066578090178,0
damper,1740153067579133255,0
damper,1740153068579464774,0
damper,1740153069579533621,0
damper,1740153070581280725,0
damper,1740153071581831441,0
damper,1740153072582783089,0
damper,1740153073583469389,0
damper,1740153074584642297,0
damper,1740153075585646341,0
damper,1740153076586767294,0
damper,1740153077587922502,0
damper,1740153078587776309,0
damper,1740153079588034317,0
damper,1740153080588546461,0
damper,1740153081590573266,0
damper,1740153082591109857,0
damper,1740153083590798926,0
damper,1740153084591501928,0
damper,1740153085592272917,0
damper,1740153086593130879,0
damper,1740153087594166422,0
damper,1740153088595863320,0
damper,1740153089595538070,0
damper,1740153090596567652,0
damper,1740153091597073758,0
damper,1740153092597756011,0
damper,1740153093598468100,0
damper,1740153094599208171,0
damper,1740153095600087022,0
damper,1740153096600501057,0
damper,1740153097601714182,0
damper,1740153098602335290,0
damper,1740153099604254823,0
damper,1740153100605286499,0
damper,1740153101606521887,0
damper,1740153102606961276,0
damper,1740153103607429040,0
damper,1740153104608430501,0
damper,1740153105609110841,0
damper,1740153106609293542,0
damper,1740153107610017052,0
damper,1740153108611889008,0
damper,1740153109611555674,0
damper,1740153110612326324,0
damper,1740153111613596094,0
damper,1740153112614032830,0
damper,1740153113615277873,0
damper,1740153114616360463,0
damper,1740153115617181947,0
damper,1740153116618028588,0
damper,1740153117619974482,0
damper,1740153118619774466,0
damper,1740153119619626149,0
damper,1740153120620737775,0
damper,1740153121621869858,0
damper,1740153122622913225,0
damper,1740153123622987342,0
damper,1740153124622704323,0
damper,1740153125623843560,0
damper,1740153126625202626,0
damper,1740153127626947264,0
damper,1740153128628493822,0
damper,1740153129628133799,0
damper,1740153130629170975,0
damper,1740153131629243330,0
damper,1740153132629459310,0
damper,1740153133629862392,0
damper,1740153134630401136,0
damper,1740153135631068523,0
damper,1740153136630790142,0
damper,1740153137630857487,0
damper,1740153138632755191,0
damper,1740153139634213082,0
damper,1740153140635665355,0
damper,1740153141636414312,0
damper,1740153142637211510,0
damper,1740153143637575540,0
damper,1740153144638507059,0
damper,1740153145639975339,0
damper,1740153146640222910,0
damper,1740153147641331460,0
damper,1740153148642229436,0
damper,1740153149642097821,0
damper,1740153150643632076,0
damper,1740153151644742449,0
damper,1740153152645174274,0
damper,1740153153645565245,0
damper,1740153154645191706,0
damper,1740153155645865593,0
damper,1740153156645259020,0
damper,1740153157646495069,0
damper,1740153158647980351,0
damper,1740153159648793771,0
damper,1740153160650385403,0
damper,1740153161650249078,0
damper,1740153162651012824,0
damper,1740153163651792421,0
damper,1740153164652524679,0
damper,1740153165653967782,0
damper,1740153166654062368,0
damper,1740153167654924197,0
damper,1740153168655793930,0
damper,1740153169655846998,0
damper,1740153170656012738,0
damper,1740153171656364804,0
damper,1740153172657409474,0
damper,1740153173658083121,0
damper,1740153174657867368,0
damper,1740153175657856797,0
damper,1740153176658728044,0
damper,1740153177659676645,0
damper,1740153178659715435,0
damper,1740153179660164634,0
damper,1740153180660557780,0
damper,1740153181661377188,0
damper,1740153182662483342,0
damper,1740153183663566095,0
damper,1740153184663807283,0
damper,1740153185663991777,0
damper,1740153186664782173,0
damper,1740153187665422828,0
damper,1740153188666066469,0
damper,1740153189666418695,0
damper,1740153190667170860,0
damper,1740153191668493708,0
damper,1740153192669116830,0
damper,1740153193669652710,0
damper,1740153194670168151,0
damper,1740153195671838390,0
damper,1740153196671836104,0
damper,1740153197671743600,0
damper,1740153198672169475,0
damper,1740153199673353245,0
damper,1740153200674067940,0
damper,1740153201674748570,0
damper,1740153202676061932,0
damper,1740153203677921925,0
damper,1740153204677629087,0
damper,1740153205677640708,0
damper,1740153206678519169,0
damper,1740153207678909937,0
damper,1740153208678440609,0
damper,1740153209678645712,0
damper,1740153210679040849,0
damper,1740153211680004509,0
damper,1740153212680992432,0
damper,1740153213682347443,0
damper,1740153214683233076,0
damper,1740153215684250527,0
damper,1740153216685211291,0
damper,1740153217686785019,0
damper,1740153218688354448,0
damper,1740153219689916675,0
damper,1740153220690994347,0
damper,1740153221693089640,0
damper,1740153222694142758,0
damper,1740153223694082575,0
damper,1740153224694984419,0
damper,1740153225696043255,0
damper,1740153226696702255,0
damper,1740153227697730434,0
